3|cut back on|To reduce spending or use|کمی کرنا|We must cut back on expenses.
3|do away with|To abolish|ختم کرنا|They did away with the old rule.
3|draw up|To prepare a document|تیار کرنا|Draw up a short plan.
3|fall back on|To use as an alternative|سہارا لینا|You can fall back on your notes.
3|follow up|To take further action|پیروی کرنا|Follow up the request in writing.
3|give in|To yield to pressure|ہار مان لینا|He refused to give in.
3|go along with|To agree with|متفق ہونا|I will go along with the majority.
3|hold back|To restrain or withhold|روکنا|Do not hold back your questions.
3|iron out|To resolve small difficulties|مسائل دور کرنا|We ironed out the last details.
3|keep track of|To remain informed about|حساب رکھنا|Keep track of the words you learn.
3|lay off|To dismiss workers|ملازمت سے نکالنا|The firm laid off ten staff.
3|live up to|To meet expectations|توقعات پر پورا اترنا|The film lived up to its reputation.
3|look into|To investigate|تحقیق کرنا|We will look into the matter.
3|make out|To manage to see or understand|سمجھ پانا|I could hardly make out his writing.
3|opt for|To choose|انتخاب کرنا|She opted for the shorter course.
3|phase out|To end gradually|بتدریج ختم کرنا|They will phase out the old system.
3|put forward|To propose an idea|پیش کرنا|He put forward a sensible plan.
3|rule out|To exclude a possibility|خارج کرنا|We cannot rule out a delay.
3|see through|To recognise a deception|بھانپ لینا|She saw through his excuse at once.
3|set out|To begin a journey or to explain|روانہ ہونا یا بیان کرنا|The report sets out three options.
3|stem from|To be caused by|سے پیدا ہونا|The error stems from a wrong assumption.
3|step down|To resign from a position|عہدہ چھوڑنا|The chairman stepped down quietly.
3|take on|To accept a responsibility|ذمہ داری لینا|Do not take on too much.
3|touch on|To mention briefly|مختصر ذکر کرنا|The lecture touched on grammar.
3|weigh up|To assess carefully|جانچنا|Weigh up the risks first.
3|wind up|To finish or end in a situation|ختم کرنا|Let us wind up the discussion.
3|zero in on|To focus closely on something|توجہ مرکوز کرنا|Zero in on your weakest area.
4|abide by|To accept and obey a rule|پابندی کرنا|All members must abide by the code.
4|acquiesce in|To accept something reluctantly|خاموشی سے مان لینا|They acquiesced in the decision.
4|balk at|To refuse to accept something|ہچکچانا|He balked at the cost.
4|border on|To come very close to a state|قریب ہونا|His confidence borders on arrogance.
4|brush aside|To dismiss without consideration|نظر انداز کرنا|She brushed aside the objection.
4|clamp down on|To act strictly against something|سختی کرنا|The board clamped down on absenteeism.
4|couch in|To express in a particular manner|الفاظ میں ڈھالنا|The refusal was couched in polite terms.
4|dwell on|To think or speak about too long|بار بار ذکر کرنا|Do not dwell on old mistakes.
4|edge out|To defeat by a small margin|معمولی فرق سے ہرانا|They edged out their rivals.
4|factor in|To include in a calculation|شامل کرنا|Factor in the travel time.
4|gloss over|To hide faults by treating them briefly|پردہ ڈالنا|The report glosses over the losses.
4|hark back to|To recall an earlier time|ماضی کا ذکر کرنا|His style harks back to the classics.
4|hinge on|To depend entirely on|منحصر ہونا|Everything hinges on the first week.
4|hold sway over|To have controlling influence|غلبہ رکھنا|That theory held sway for decades.
4|impinge on|To have a negative effect on|اثر انداز ہونا|Noise impinges on concentration.
4|lash out at|To attack angrily in words|سخت تنقید کرنا|He lashed out at his critics.
4|militate against|To make something less likely|رکاوٹ بننا|Poor sleep militates against learning.
4|paper over|To conceal a problem superficially|عارضی پردہ ڈالنا|The statement papers over deep divisions.
4|preside over|To be in charge during a period|زیر نگرانی ہونا|He presided over a difficult transition.
4|reflect on|To think deeply about|غور کرنا|Reflect on what went wrong.
4|shore up|To support something weak|سہارا دینا|New funds shored up the programme.
4|smack of|To suggest something unpleasant|بو آنا|The excuse smacks of dishonesty.
4|square with|To be consistent with|مطابقت رکھنا|That does not square with the facts.
4|stave off|To prevent something bad for a time|ٹالنا|Short breaks stave off fatigue.
4|temper with|To moderate one quality with another|اعتدال میں لانا|Temper ambition with realism.
4|trade on|To exploit an advantage|فائدہ اٹھانا|He trades on his reputation.
4|wear thin|To become less acceptable over time|برداشت ختم ہونا|That excuse is wearing thin.
4|whittle down|To reduce gradually|بتدریج کم کرنا|We whittled the list down to five.
4|wriggle out of|To avoid a duty by clever means|بچ نکلنا|He wriggled out of the commitment.
4|round on|To turn and criticise suddenly|اچانک برس پڑنا|She rounded on her accusers.
