2|take it easy|To relax|آرام سے لینا|Take it easy this weekend.
2|under your nose|Right in front of you|بالکل سامنے|The keys were under your nose.
2|a rainy day|A time of future need|مشکل وقت کے لیے|Save something for a rainy day.
2|back to square one|Back to the beginning|پھر سے شروع|The plan failed, so back to square one.
2|by heart|From memory|زبانی یاد|Learn these ten phrases by heart.
2|come to terms with|To accept a difficult truth|حقیقت تسلیم کرنا|He came to terms with the loss.
2|down to earth|Practical and modest|زمین سے جڑا ہوا|Despite his fame he is down to earth.
2|every cloud has a silver lining|Every bad thing has some good|ہر مشکل میں بہتری|Cheer up, every cloud has a silver lining.
2|go the extra mile|To make extra effort|اضافی محنت کرنا|Good teachers always go the extra mile.
3|a storm in a teacup|Great anger about a small matter|رائی کا پہاڑ بنانا|The whole row was a storm in a teacup.
3|add fuel to the fire|To make a bad situation worse|جلتی پر تیل ڈالنا|His comment only added fuel to the fire.
3|at the drop of a hat|Immediately and without hesitation|فوراً|She would help you at the drop of a hat.
3|bend over backwards|To try extremely hard to help|ایڑی چوٹی کا زور لگانا|They bent over backwards to accommodate us.
3|bite the bullet|To accept something unpleasant bravely|مشکل کا سامنا کرنا|I bit the bullet and told him the truth.
3|burn the midnight oil|To work late into the night|رات گئے تک کام کرنا|He burned the midnight oil before the exam.
3|call a spade a spade|To speak plainly and directly|صاف صاف کہنا|Let us call a spade a spade here.
3|caught between two stools|Unable to choose between two options|دو کشتیوں میں سوار|He is caught between two stools.
3|cross that bridge when we come to it|To deal with a problem only when it arises|وقت آنے پر دیکھیں گے|We will cross that bridge when we come to it.
3|cut to the chase|To get to the important point|اصل بات پر آنا|Let me cut to the chase.
3|a far cry from|Very different from|بہت مختلف|This draft is a far cry from the first one.
3|get your act together|To organise yourself properly|خود کو سنبھالنا|You must get your act together before Monday.
3|go against the grain|To be contrary to normal practice|روایت کے خلاف ہونا|The idea goes against the grain here.
3|hit rock bottom|To reach the worst possible state|بدترین حالت تک پہنچنا|Confidence hit rock bottom that year.
3|in the same boat|In the same difficult situation|ایک ہی مشکل میں|We are all in the same boat.
3|jump on the bandwagon|To join something because it is popular|دیکھا دیکھی شامل ہونا|Everyone jumped on the bandwagon.
3|keep something at bay|To prevent something from coming near|دور رکھنا|Regular revision keeps forgetting at bay.
3|leave no stone unturned|To try every possible way|ہر ممکن کوشش کرنا|We left no stone unturned.
3|let sleeping dogs lie|To avoid restarting an old problem|پرانی بات نہ چھیڑنا|Better to let sleeping dogs lie.
3|make ends meet|To have just enough money|گزارہ کرنا|Many families struggle to make ends meet.
3|move the goalposts|To unfairly change the rules|شرائط بدل دینا|They keep moving the goalposts.
3|off the top of my head|Without checking or preparation|بغیر سوچے فوراً|Off the top of my head, about forty.
3|on thin ice|In a risky situation|خطرے میں|You are on thin ice with that excuse.
3|out of the frying pan into the fire|From a bad situation to a worse one|آسمان سے گرا کھجور میں اٹکا|He went out of the frying pan into the fire.
3|par for the course|What is normal and expected|معمول کی بات|Delays are par for the course here.
3|pass the buck|To shift responsibility to another|ذمہ داری ڈالنا|Nobody should pass the buck.
3|put the cart before the horse|To do things in the wrong order|الٹا کام کرنا|Buying before planning is putting the cart before the horse.
3|read between the lines|To understand a hidden meaning|چھپا مطلب سمجھنا|Read between the lines of his reply.
3|rock the boat|To disturb a stable situation|ہلچل مچانا|Do not rock the boat just now.
3|sit on the fence|To avoid taking sides|غیر جانبدار رہنا|Stop sitting on the fence and decide.
3|take with a pinch of salt|To not fully believe something|احتیاط سے لینا|Take those figures with a pinch of salt.
3|the tip of the iceberg|A small visible part of a big problem|مسئلے کا معمولی حصہ|These complaints are the tip of the iceberg.
3|throw in the towel|To give up|ہار مان لینا|He refused to throw in the towel.
3|turn a blind eye|To deliberately ignore something|جان بوجھ کر نظر انداز کرنا|The management turned a blind eye.
3|up in the air|Undecided and uncertain|غیر یقینی|The whole schedule is up in the air.
3|water under the bridge|A past problem now forgotten|گزری بات|That quarrel is water under the bridge.
3|a double-edged sword|Something with good and bad effects|دو دھاری تلوار|Technology is a double-edged sword.
3|blow things out of proportion|To make something seem worse than it is|بات بڑھا دینا|Do not blow this out of proportion.
3|come full circle|To return to the original position|دائرہ مکمل ہونا|The debate has come full circle.
3|a foregone conclusion|A result that is certain in advance|یقینی نتیجہ|His victory was a foregone conclusion.
3|get wind of|To hear about something secretly|بھنک پڑ جانا|The press got wind of the plan.
3|have a bone to pick|To have a complaint to discuss|شکایت ہونا|I have a bone to pick with you.
3|in a nutshell|In a few words|مختصراً|In a nutshell, we need more time.
3|keep your cards close to your chest|To keep your plans secret|منصوبے پوشیدہ رکھنا|He keeps his cards close to his chest.
3|the writing on the wall|Clear signs that something will fail|خطرے کی واضح علامت|The writing was on the wall for months.
3|touch and go|Uncertain and risky|نازک صورتحال|It was touch and go for a while.
3|a shot in the dark|A wild guess|اندھیرے میں تیر|That answer was a shot in the dark.
3|bury the hatchet|To end a quarrel and make peace|صلح کر لینا|They finally buried the hatchet.
3|a slippery slope|A course leading to something bad|تباہی کی طرف پہلا قدم|Skipping practice is a slippery slope.
4|a pyrrhic victory|A win that costs more than it is worth|ایسی فتح جو نقصان دہ ہو|Winning that case was a pyrrhic victory.
4|beggar belief|To be impossible to believe|ناقابل یقین ہونا|His excuse frankly beggars belief.
4|damn with faint praise|To criticise by praising weakly|ہلکی تعریف سے تنقید کرنا|The review damned the book with faint praise.
4|a fool's errand|A pointless task|بے سود کام|Chasing perfection is a fool's errand.
4|the elephant in the room|An obvious problem nobody mentions|واضح مسئلہ جس پر بات نہ ہو|Cost is the elephant in the room.
4|gild the lily|To add unnecessary decoration|بلاوجہ آرائش کرنا|Adding more adjectives would gild the lily.
4|hoist by his own petard|Harmed by his own plan|اپنے ہی جال میں پھنسنا|He was hoist by his own petard.
4|a Pyrrhic compromise|An agreement that satisfies nobody|بے فائدہ سمجھوتہ|The deal was a Pyrrhic compromise.
4|throw the baby out with the bathwater|To discard the good along with the bad|اچھی چیز بھی ساتھ پھینک دینا|Scrapping the whole system throws the baby out with the bathwater.
4|the proof of the pudding is in the eating|Value is shown by results|اصل ثبوت نتیجہ ہے|Try it first; the proof of the pudding is in the eating.
4|a Trojan horse|Something harmful hidden inside something welcome|چھپا ہوا خطرہ|The clause was a Trojan horse.
4|preaching to the choir|Arguing to people who already agree|قائل لوگوں کو قائل کرنا|Telling teachers that reading matters is preaching to the choir.
4|a whitewash|A dishonest attempt to hide faults|پردہ پوشی|Critics called the report a whitewash.
4|beyond the pale|Completely unacceptable|حد سے باہر|That remark was beyond the pale.
4|by the same token|For the same reason|اسی وجہ سے|By the same token, brevity has limits.
4|cast aspersions on|To attack someone's reputation unfairly|بہتان لگانا|He cast aspersions on their motives.
4|a cause celebre|A controversy that attracts wide attention|مشہور تنازعہ|The case became a cause celebre.
4|damp squib|Something that disappoints after high expectation|توقعات کے برعکس ناکامی|The launch was a damp squib.
4|draw a line in the sand|To set a limit that must not be crossed|حد مقرر کرنا|We must draw a line in the sand here.
4|a Faustian bargain|A deal that gains something at a terrible cost|مہنگا سودا|Accepting those terms was a Faustian bargain.
4|flog a dead horse|To waste effort on a hopeless cause|بے سود کوشش کرنا|Arguing further is flogging a dead horse.
4|have your cake and eat it|To want two incompatible things|دونوں فائدے چاہنا|You cannot have your cake and eat it.
4|in the same breath|Saying two contradictory things together|ایک ہی سانس میں|He praised and criticised in the same breath.
4|a labour of love|Work done for pleasure, not payment|شوق کا کام|This dictionary was a labour of love.
4|make a virtue of necessity|To present a forced choice as a good one|مجبوری کو خوبی بنانا|They made a virtue of necessity.
4|a moot point|An issue open to debate or now irrelevant|قابل بحث نکتہ|Whether he intended it is a moot point.
4|nail your colours to the mast|To declare your position openly|کھل کر موقف بتانا|He nailed his colours to the mast early.
4|the exception that proves the rule|An unusual case showing the general pattern|استثنیٰ جو قاعدہ ثابت کرے|That case is the exception that proves the rule.
4|a poisoned chalice|An honour that brings serious trouble|ایسا اعزاز جو مصیبت لائے|The promotion proved a poisoned chalice.
4|put paid to|To destroy any chance of something|خاتمہ کر دینا|The injury put paid to his season.
4|split hairs|To argue about tiny unimportant details|بال کی کھال نکالنا|Let us not split hairs over wording.
4|a straw man|A weak argument set up only to be defeated|فرضی دلیل|He attacked a straw man, not my point.
4|swan song|A final performance before retiring|آخری کارکردگی|That lecture was his swan song.
4|take the wind out of someone's sails|To remove someone's confidence suddenly|حوصلہ توڑ دینا|The figures took the wind out of his sails.
4|tilt at windmills|To fight imaginary enemies|فرضی دشمنوں سے لڑنا|He is tilting at windmills again.
4|a watershed moment|A turning point that changes everything|فیصلہ کن موڑ|That reform was a watershed moment.
4|the die is cast|A decision has been made and cannot be changed|فیصلہ ہو چکا|We have signed, the die is cast.
4|thin end of the wedge|A small change leading to a big bad one|خطرناک آغاز|This exception is the thin end of the wedge.
4|throw down the gauntlet|To issue a challenge|چیلنج دینا|She threw down the gauntlet to her critics.
4|a red herring|Something that distracts from the real issue|توجہ ہٹانے والی بات|The cost argument is a red herring.
4|carry the day|To win in the end|کامیاب ہونا|Patience carried the day.
4|come home to roost|Past mistakes returning to cause harm|اپنے کیے کا نتیجہ بھگتنا|Those shortcuts have come home to roost.
4|cut from the same cloth|Very similar in character|ایک ہی طبیعت کے|The two brothers are cut from the same cloth.
4|a hostage to fortune|A promise that may cause trouble later|مستقبل کا خطرہ مول لینا|That guarantee is a hostage to fortune.
4|in the final analysis|When everything is considered|بالآخر|In the final analysis, practice decides.
4|leave much to be desired|To be far from satisfactory|بہت کچھ کمی رہ جانا|The translation leaves much to be desired.
4|a pipe dream|An impossible hope|ناممکن خواب|Overnight fluency is a pipe dream.
4|set the record straight|To correct a false account|حقیقت واضح کرنا|Let me set the record straight.
4|the lion's share|The largest part of something|سب سے بڑا حصہ|Revision deserves the lion's share of your time.
