everyday|1|کھڑکی کھول دیں۔|Open the window.|Would you open the window for me?
everyday|1|مجھے چائے پسند ہے۔|I like tea.|I am rather fond of tea.
everyday|1|بچے کھیل رہے ہیں۔|The children are playing.|The children are at play outside.
everyday|1|میں کام کر رہا ہوں۔|I am working.|I am in the middle of some work.
everyday|1|آج چھٹی ہے۔|Today is a holiday.|Today happens to be a day off.
everyday|1|وہ بہت خوش ہے۔|He is very happy.|He is absolutely delighted.
everyday|1|مجھے راستہ نہیں معلوم۔|I do not know the way.|I am unfamiliar with this route.
everyday|1|براہ کرم بیٹھ جائیں۔|Please sit down.|Do take a seat.
everyday|1|میں بازار جا رہا ہوں۔|I am going to the market.|I am just popping out to the market.
everyday|1|آپ کا کام ہو گیا؟|Is your work done?|Have you finished up?
everyday|1|مجھے تھوڑی دیر آرام کرنا ہے۔|I want to rest a little.|I could do with a short rest.
everyday|1|یہ قمیض مجھے پسند آئی۔|I liked this shirt.|This shirt has rather caught my eye.
everyday|1|کل چھٹی ہو گی۔|Tomorrow will be a holiday.|We shall be off tomorrow.
everyday|1|میں نے چابی کھو دی۔|I lost the key.|I seem to have mislaid the key.
everyday|1|بس دیر سے آئی۔|The bus came late.|The bus was running behind time.
everyday|1|مجھے دوا لینی ہے۔|I have to take medicine.|I am due to take my medication.
everyday|1|وہ بہت اچھا کھانا بناتی ہے۔|She cooks very well.|She is an excellent cook.
everyday|1|میں آپ کے ساتھ چلوں گا۔|I will go with you.|I shall accompany you.
everyday|1|بچہ رو رہا ہے۔|The child is crying.|The child is in tears.
everyday|1|آج بہت گرمی ہے۔|It is very hot today.|It is stiflingly hot today.
everyday|1|مجھے یہ بات یاد ہے۔|I remember this.|That has stayed with me.
everyday|1|براہ کرم لائٹ جلا دیں۔|Please turn on the light.|Would you switch the light on, please?
everyday|1|میں نے سبق یاد کر لیا۔|I have learned the lesson.|I have committed the lesson to memory.
everyday|1|وہ ابھی پہنچا ہے۔|He has just arrived.|He has only just got here.
everyday|1|مجھے کچھ خریدنا ہے۔|I want to buy something.|There are one or two things I need to pick up.
everyday|1|یہ جگہ بہت خوبصورت ہے۔|This place is very beautiful.|This spot is quite lovely.
everyday|1|میں تیار ہوں۔|I am ready.|I am all set.
everyday|1|کیا میں اندر آ سکتا ہوں؟|May I come in?|Would it be all right if I came in?
everyday|1|مجھے آپ کی بات اچھی لگی۔|I liked what you said.|What you said struck a chord with me.
everyday|1|وہ ہر روز چلتا ہے۔|He walks every day.|He goes for a walk daily.
everyday|1|میرا موبائل بند ہے۔|My phone is off.|My phone is switched off.
everyday|1|آپ کیا کر رہے ہیں؟|What are you doing?|What are you up to?
everyday|1|میں نے سب کچھ سنا۔|I heard everything.|I caught every word of it.
everyday|1|یہ میرا کام نہیں ہے۔|This is not my job.|That falls outside my remit.
everyday|1|بارش رک گئی ہے۔|The rain has stopped.|The rain has eased off.
everyday|1|مجھے راستہ بتا دیں۔|Tell me the way.|Could you point me in the right direction?
everyday|1|وہ ہنس رہا ہے۔|He is laughing.|He is in fits of laughter.
everyday|1|کھانا بہت مزیدار تھا۔|The food was very tasty.|The meal was absolutely delicious.
everyday|2|مجھے آپ سے ایک بات کہنی ہے۔|I want to tell you something.|There is a matter I would like to raise with you.
everyday|2|یہ مسئلہ حل ہو گیا ہے۔|This problem is solved.|The issue has been resolved satisfactorily.
everyday|2|مجھے آپ کی رائے چاہیے۔|I need your opinion.|I would value your input on this.
everyday|2|وہ اپنے کام میں بہت محنتی ہے۔|He works very hard.|He is remarkably diligent in his work.
everyday|2|ہمیں جلد فیصلہ کرنا ہو گا۔|We must decide soon.|We shall need to reach a decision shortly.
everyday|2|میں اس بات سے اتفاق نہیں کرتا۔|I do not agree with this.|I am afraid I take a different view on that.
everyday|2|یہ منصوبہ کامیاب ہو گا۔|This plan will succeed.|I am confident this plan will bear fruit.
everyday|2|مجھے تھوڑا وقت دیں۔|Give me a little time.|I would appreciate a little more time.
everyday|2|اس نے میری بہت مدد کی۔|He helped me a lot.|He went out of his way to assist me.
everyday|2|قیمتیں بہت بڑھ گئی ہیں۔|Prices have gone up a lot.|Prices have risen sharply of late.
everyday|2|مجھے اس کا افسوس ہے۔|I am sorry about that.|I deeply regret that.
everyday|2|یہ بات درست نہیں ہے۔|This is not correct.|That statement is not entirely accurate.
everyday|2|ہم اس پر بعد میں بات کریں گے۔|We will talk about it later.|We can revisit this matter at a later stage.
everyday|2|اس نے وعدہ پورا کیا۔|He kept his promise.|He honoured his commitment.
everyday|2|مجھے یہ کام آج ختم کرنا ہے۔|I must finish this work today.|I need to wrap this up by the end of the day.
everyday|2|آپ کی محنت رنگ لائی۔|Your hard work paid off.|Your efforts have finally borne fruit.
everyday|2|یہ ایک اچھا موقع ہے۔|This is a good opportunity.|This represents an excellent opportunity.
everyday|2|میں نے پوری کوشش کی۔|I tried my best.|I left no stone unturned.
everyday|2|وہ ہمیشہ سچ بولتا ہے۔|He always speaks the truth.|He is unfailingly honest.
everyday|2|اس کام میں خطرہ ہے۔|There is risk in this work.|This undertaking carries a degree of risk.
everyday|2|مجھے آپ پر بھروسہ ہے۔|I trust you.|I have complete faith in you.
everyday|2|ہمیں مل کر کام کرنا چاہیے۔|We should work together.|We would do well to join forces.
everyday|2|یہ فیصلہ آسان نہیں تھا۔|This decision was not easy.|Reaching this decision was far from simple.
everyday|2|اس نے اپنی غلطی مان لی۔|He admitted his mistake.|He readily acknowledged his error.
everyday|2|مجھے اس کی ضرورت نہیں۔|I do not need this.|I have no particular use for this.
everyday|2|وقت بہت تیزی سے گزرتا ہے۔|Time passes very quickly.|Time has a way of slipping by.
everyday|2|یہ کتاب پڑھنے کے قابل ہے۔|This book is worth reading.|This book certainly merits your attention.
everyday|2|اس نے میری بات نہیں سنی۔|He did not listen to me.|He paid no heed to what I said.
everyday|2|ہم نے بہت کچھ سیکھا۔|We learned a lot.|We gained a great deal from the experience.
everyday|2|مجھے اس بارے میں سوچنا ہو گا۔|I will have to think about it.|I shall need to give that some thought.
everyday|2|یہ صورتحال بہتر ہو رہی ہے۔|This situation is improving.|Conditions are gradually improving.
everyday|2|اس نے بغیر کہے کام کر دیا۔|He did the work without being told.|He took the initiative without being asked.
everyday|2|مجھے آپ کی بات سمجھ آ گئی۔|I understood your point.|I take your point entirely.
everyday|2|یہ ایک سنگین مسئلہ ہے۔|This is a serious problem.|This is a matter of grave concern.
everyday|2|ہمیں صبر سے کام لینا چاہیے۔|We should be patient.|Patience would serve us better here.
everyday|2|اس نے سب کو حیران کر دیا۔|He surprised everyone.|He took everyone completely by surprise.
everyday|2|میں آپ کا مشکور ہوں۔|I am thankful to you.|I am deeply indebted to you.
everyday|2|یہ بات قابل غور ہے۔|This point deserves thought.|This is a point worth considering carefully.
everyday|2|اس کا رویہ بدل گیا ہے۔|His behaviour has changed.|There has been a marked change in his attitude.
everyday|2|ہمیں نئے طریقے آزمانے چاہئیں۔|We should try new methods.|We ought to explore fresh approaches.
everyday|2|مجھے یقین ہے کہ وہ آئے گا۔|I am sure he will come.|I have every confidence that he will turn up.
everyday|2|یہ کام وقت پر مکمل ہونا چاہیے۔|This work should finish on time.|This assignment must be completed within the deadline.
everyday|2|اس نے بہت ترقی کی ہے۔|He has progressed a lot.|He has come on remarkably well.
everyday|2|مجھے اس پر اعتراض ہے۔|I object to this.|I must register an objection to that.
everyday|2|ہمیں اپنی غلطیوں سے سیکھنا چاہیے۔|We should learn from our mistakes.|We would be wise to learn from our missteps.
everyday|2|یہ بات راز میں رکھیں۔|Keep this a secret.|I would ask you to treat this in confidence.
everyday|2|اس کی صحت بہتر ہو رہی ہے۔|His health is improving.|He is well on the road to recovery.
everyday|2|مجھے اس کام کا تجربہ ہے۔|I have experience of this work.|I have a fair amount of experience in this field.
everyday|2|یہ ایک معمولی بات ہے۔|This is a small matter.|This is hardly worth troubling over.
everyday|2|ہم نے سب کچھ آزما لیا۔|We tried everything.|We have exhausted every available option.
everyday|2|اس نے میری توقع سے بڑھ کر کیا۔|He did more than I expected.|He surpassed my expectations entirely.
everyday|2|مجھے جلدی نہیں ہے۔|I am not in a hurry.|There is no particular rush on my part.
everyday|2|یہ منصوبہ بہت مہنگا ہے۔|This plan is very expensive.|This proposal is prohibitively costly.
everyday|2|اس نے آخر تک ہار نہیں مانی۔|He did not give up until the end.|He refused to concede defeat right to the last.
everyday|2|ہمیں دوسروں کا خیال رکھنا چاہیے۔|We should care for others.|We ought to be mindful of those around us.
everyday|2|یہ بات مجھے پریشان کر رہی ہے۔|This is worrying me.|This matter is preying on my mind.
everyday|2|اس نے صاف انکار کر دیا۔|He clearly refused.|He turned it down flatly.
everyday|2|مجھے آپ سے ملنا ہے۔|I want to meet you.|I would like to arrange a meeting with you.
everyday|2|یہ نتیجہ حیران کن ہے۔|This result is surprising.|This outcome is genuinely remarkable.
everyday|2|ہمیں فوری کارروائی کرنی ہو گی۔|We must act at once.|Immediate action is called for.
everyday|2|مجھے آپ سے ایک درخواست کرنی ہے۔|I have a request for you.|I have a favour to ask of you.
everyday|2|یہ بات مجھے پہلے بتانی چاہیے تھی۔|You should have told me before.|I ought to have been informed of this earlier.
everyday|2|اس نے بغیر سوچے جواب دیا۔|He answered without thinking.|He replied without a moment's reflection.
everyday|2|ہمیں اپنے وعدے یاد رکھنے چاہئیں۔|We should remember our promises.|We would do well to honour our commitments.
everyday|2|یہ کام میری صلاحیت سے باہر ہے۔|This work is beyond my ability.|This task is somewhat beyond my competence.
everyday|2|اس نے میری بات کاٹ دی۔|He interrupted me.|He cut me off mid-sentence.
everyday|2|مجھے اس کا کوئی حل نظر نہیں آتا۔|I see no solution to this.|I can see no obvious way forward here.
everyday|2|یہ تجربہ میرے لیے نیا تھا۔|This experience was new for me.|This was uncharted territory for me.
everyday|2|ہمیں پہلے تیاری کرنی چاہیے۔|We should prepare first.|We ought to lay the groundwork first.
everyday|2|اس نے مشکل وقت میں ساتھ دیا۔|He supported me in hard times.|He stood by me when things were difficult.
everyday|2|یہ بات سب پر لاگو ہوتی ہے۔|This applies to everyone.|This holds true across the board.
everyday|2|میں نے اپنی غلطی سے سبق سیکھا۔|I learned from my mistake.|My error taught me a valuable lesson.
everyday|2|اس کی بات میں وزن ہے۔|His point has weight.|There is real substance to his argument.
everyday|2|ہمیں بحث سے گریز کرنا چاہیے۔|We should avoid arguing.|We would be better off avoiding a dispute.
everyday|2|یہ نتیجہ محنت کا پھل ہے۔|This result is the fruit of hard work.|This outcome is a direct reward for sustained effort.
everyday|2|اس نے موضوع بدل دیا۔|He changed the topic.|He steered the conversation elsewhere.
everyday|2|مجھے اس پر مکمل اعتماد ہے۔|I fully trust him.|I have absolute confidence in him.
everyday|2|یہ کام مرحلہ وار ہو گا۔|This work will be done step by step.|This will be carried out in stages.
everyday|2|اس نے سب کے سامنے معافی مانگی۔|He apologised in front of everyone.|He offered a public apology.
everyday|2|ہمیں حقیقت کا سامنا کرنا چاہیے۔|We should face the truth.|We must come to terms with the reality.
everyday|2|یہ معاملہ ابھی زیر غور ہے۔|This matter is still being considered.|The matter is currently under review.
everyday|2|اس نے بہت اچھی تقریر کی۔|He gave a very good speech.|He delivered an impressive address.
everyday|2|مجھے آپ کی مدد کی ضرورت ہو گی۔|I will need your help.|I shall be needing your assistance.
everyday|2|یہ عادت چھوڑنا مشکل ہے۔|It is hard to leave this habit.|This is a difficult habit to break.
everyday|2|اس نے ہر سوال کا جواب دیا۔|He answered every question.|He fielded every question put to him.
everyday|2|ہمیں ایک دوسرے کا احترام کرنا چاہیے۔|We should respect each other.|Mutual respect should be our starting point.
everyday|2|یہ خبر بہت جلد پھیل گئی۔|This news spread very quickly.|Word of it spread like wildfire.
everyday|2|اس نے کام آدھا چھوڑ دیا۔|He left the work half done.|He abandoned the task midway.
everyday|2|مجھے اس کا نتیجہ معلوم ہے۔|I know its result.|I am well aware of the likely outcome.
everyday|2|ہم نے بروقت فیصلہ کیا۔|We decided at the right time.|We made a timely decision.
everyday|3|اس نے اپنی رائے مضبوط دلائل سے پیش کی۔|He gave his opinion with strong reasons.|He advanced his position with a compelling body of argument.
everyday|3|یہ فیصلہ حالات کے پیش نظر کیا گیا۔|This decision was made because of the situation.|The decision was taken in light of prevailing circumstances.
everyday|3|اس کا موقف اصولوں پر مبنی تھا۔|His position was based on principles.|His stance was grounded in a coherent set of principles.
everyday|3|ہمیں اس معاملے کا گہرا تجزیہ کرنا چاہیے۔|We should study this matter deeply.|This matter warrants a rigorous and systematic analysis.
everyday|3|یہ تبدیلی بتدریج آئی ہے۔|This change came slowly.|The transformation has been incremental rather than abrupt.
everyday|3|اس کے دلائل میں تضاد تھا۔|There was a contradiction in his arguments.|His reasoning suffered from an internal inconsistency.
everyday|3|ہم اس نتیجے پر پہنچے ہیں۔|We have reached this conclusion.|We have arrived at the following conclusion.
everyday|3|اس مسئلے کے کئی پہلو ہیں۔|This problem has many sides.|This issue presents a number of distinct dimensions.
everyday|3|اس نے حقائق کو توڑ مروڑ کر پیش کیا۔|He presented the facts wrongly.|He misrepresented the facts to suit his case.
everyday|3|یہ رجحان تشویشناک ہے۔|This trend is worrying.|This trend is a source of considerable concern.
everyday|3|ہمیں شواہد کی روشنی میں فیصلہ کرنا چاہیے۔|We should decide after looking at proof.|Our judgement should rest firmly on the available evidence.
everyday|3|اس کی کارکردگی مسلسل بہتر ہو رہی ہے۔|His performance keeps getting better.|His performance shows a sustained upward trajectory.
everyday|3|یہ اقدام دور رس نتائج کا حامل ہے۔|This step will have big results.|This measure carries far-reaching implications.
everyday|3|اس نے تنقید کو خندہ پیشانی سے قبول کیا۔|He accepted criticism happily.|He received the criticism with admirable grace.
everyday|3|مسئلے کی جڑ کہیں اور ہے۔|The real cause is somewhere else.|The root of the problem lies elsewhere entirely.
everyday|3|ہمیں توازن برقرار رکھنا ہو گا۔|We must keep a balance.|We shall have to strike a careful balance.
everyday|3|یہ دعویٰ ثبوت کا محتاج ہے۔|This claim needs proof.|This assertion remains unsubstantiated.
everyday|3|اس نے معاملے کو خوش اسلوبی سے نمٹایا۔|He handled the matter well.|He dealt with the situation with considerable tact.
everyday|3|صورتحال قابو سے باہر ہو رہی ہے۔|The situation is getting out of control.|The situation is rapidly becoming untenable.
everyday|3|اس تجویز پر سنجیدگی سے غور ہونا چاہیے۔|This suggestion should be thought about seriously.|This proposal merits serious deliberation.
everyday|3|اس کے الفاظ میں گہرا مفہوم تھا۔|His words had deep meaning.|His remarks carried considerable weight and nuance.
everyday|3|ہم نے وقت ضائع کیے بغیر کام شروع کیا۔|We started work without wasting time.|We set to work without a moment's delay.
everyday|3|یہ فرق نظر انداز نہیں کیا جا سکتا۔|This difference cannot be ignored.|This distinction cannot reasonably be overlooked.
everyday|3|اس نے اپنی ذمہ داری قبول کی۔|He accepted his responsibility.|He took full ownership of his obligations.
everyday|3|یہ طریقہ کار پرانا ہو چکا ہے۔|This method has become old.|This procedure has become largely obsolete.
everyday|3|ہمیں ترجیحات کا تعین کرنا ہو گا۔|We must decide what is most important.|We shall need to establish a clear order of priorities.
everyday|3|اس کا اثر دیرپا ثابت ہوا۔|Its effect lasted a long time.|Its impact proved remarkably enduring.
everyday|3|یہ بات مبالغہ آرائی پر مبنی ہے۔|This is based on exaggeration.|This account is coloured by a degree of hyperbole.
everyday|3|اس نے دباؤ کے باوجود اپنا موقف نہ بدلا۔|He did not change his view despite pressure.|He held his ground in the face of sustained pressure.
everyday|3|یہ منصوبہ عملی طور پر ناقابل عمل ہے۔|This plan cannot work in practice.|This proposal is, in practical terms, unworkable.
everyday|3|ہمیں غیر ضروری تفصیل سے گریز کرنا چاہیے۔|We should avoid extra detail.|We would do well to dispense with superfluous detail.
everyday|3|اس کی تجویز نے بحث کا رخ بدل دیا۔|His idea changed the discussion.|His intervention shifted the entire tenor of the debate.
everyday|3|یہ نتائج ابتدائی ہیں۔|These results are early ones.|These findings should be regarded as preliminary.
everyday|3|اس نے معاملے کی نزاکت کو سمجھا۔|He understood how delicate the matter was.|He grasped the sensitivity of the situation at once.
everyday|3|ہمیں اس رجحان کو الٹنا ہو گا۔|We must change this trend.|We shall need to reverse this trajectory.
everyday|3|یہ اقدام وقت کی ضرورت تھا۔|This step was needed at the time.|This measure was very much the need of the hour.
everyday|3|اس نے حقیقت کو تسلیم کرنے سے انکار کیا۔|He refused to accept the truth.|He declined to acknowledge the reality of the situation.
everyday|3|یہ مسئلہ محض سطحی نہیں ہے۔|This problem is not only on the surface.|This issue runs considerably deeper than it appears.
everyday|3|ہمیں طویل مدتی سوچ اپنانی چاہیے۔|We should think about the long term.|We ought to adopt a longer-term perspective.
everyday|3|اس کی محنت کا اعتراف کیا گیا۔|His hard work was recognised.|His diligence received due recognition.
everyday|3|یہ فیصلہ متفقہ طور پر منظور ہوا۔|Everyone agreed to this decision.|The resolution was carried unanimously.
everyday|3|اس نے معاملے کو غیر ضروری طول دیا۔|He made the matter longer than needed.|He drew the matter out unnecessarily.
everyday|3|یہ منصوبہ محدود وسائل میں تیار ہوا۔|This plan was made with few resources.|The project was developed under considerable resource constraints.
everyday|3|اس کے موقف میں لچک کی گنجائش ہے۔|His view can change a little.|There is some scope for flexibility in his position.
everyday|3|ہمیں مفروضوں کے بجائے حقائق پر انحصار کرنا چاہیے۔|We should depend on facts, not guesses.|We should rely on evidence rather than assumption.
everyday|3|یہ تبدیلی بنیادی نوعیت کی ہے۔|This change is a basic one.|This represents a fundamental shift.
everyday|3|اس نے تنقید کا مدلل جواب دیا۔|He answered the criticism with reasons.|He responded to the criticism with a reasoned defence.
everyday|3|صورتحال کا درست اندازہ لگانا ضروری ہے۔|It is necessary to judge the situation correctly.|An accurate appraisal of the situation is essential.
everyday|3|یہ اقدام بین الاقوامی معیار کے مطابق ہے۔|This step matches world standards.|This measure conforms to international best practice.
everyday|3|اس نے اپنے تجربے سے فائدہ اٹھایا۔|He used his experience.|He drew on his experience to good effect.
everyday|3|یہ رجحان طویل عرصے سے جاری ہے۔|This trend has continued for long.|This pattern has persisted over a considerable period.
everyday|3|ہمیں غیر جانبدارانہ جائزہ لینا چاہیے۔|We should look at it without taking sides.|An impartial assessment is called for.
everyday|3|اس کے اقدامات نے اعتماد بحال کیا۔|His steps brought back trust.|His actions went a long way towards restoring confidence.
everyday|3|یہ مسئلہ کئی عوامل کا نتیجہ ہے۔|Many things caused this problem.|This problem is the product of several converging factors.
everyday|3|اس نے ذمہ داری قبول کرنے سے گریز کیا۔|He avoided taking responsibility.|He was reluctant to shoulder any responsibility.
everyday|3|ہمیں اپنی حکمت عملی پر نظر ثانی کرنی چاہیے۔|We should look at our plan again.|We ought to revisit our strategy.
everyday|3|یہ نتائج پہلے کے مطالعات سے مطابقت رکھتے ہیں۔|These results match earlier studies.|These findings are consistent with earlier research.
everyday|3|اس نے معاملے کو منطقی انجام تک پہنچایا۔|He finished the matter properly.|He brought the matter to a logical conclusion.
everyday|3|یہ تجویز عملی مشکلات سے دوچار ہے۔|This idea has practical problems.|The proposal faces significant practical obstacles.
everyday|3|اس کا اثر تمام شعبوں پر پڑا۔|It affected every area.|Its impact was felt across every sector.
everyday|3|ہمیں شفافیت کو یقینی بنانا ہو گا۔|We must make sure everything is clear.|We shall need to ensure complete transparency.
everyday|3|یہ فیصلہ مستقبل کے لیے مثال بنے گا۔|This decision will be an example for later.|This ruling will set an important precedent.
everyday|3|اس نے دستیاب اعداد و شمار کا تجزیہ کیا۔|He studied the available numbers.|He analysed the available data thoroughly.
everyday|3|یہ صورتحال مسلسل نگرانی کی متقاضی ہے۔|This situation needs constant watching.|The situation calls for continuous monitoring.
everyday|3|اس نے اختلاف رائے کا احترام کیا۔|He respected different opinions.|He showed genuine respect for dissenting views.
everyday|3|یہ نظام بتدریج بہتر ہو رہا ہے۔|This system is slowly improving.|The system is showing steady incremental improvement.
everyday|4|اس کی خاموشی رضامندی کے مترادف تھی۔|His silence meant he agreed.|His silence was tantamount to consent.
everyday|4|یہ کوشش سراسر بے سود ثابت ہوئی۔|This effort was completely useless.|The endeavour proved entirely futile.
everyday|4|تمہارے بھروسے پر لعنت۔|I do not want your trust.|To hell with your trust.
everyday|4|ایک مصنوعات کو دوسری پر ترجیح دینا گھٹیا کام ہے۔|Choosing one product over another is bad work.|Ranking one product above another is a thoroughly grubby business.
everyday|4|اس نے نہایت مہارت سے بات کو گھما دیا۔|He cleverly changed the topic.|He deftly deflected the question without appearing to evade it.
everyday|4|اس کا رویہ ناقابل برداشت حد تک متکبرانہ تھا۔|He behaved very proudly.|His manner was insufferably supercilious.
everyday|4|یہ دلیل بظاہر درست مگر حقیقتاً کھوکھلی ہے۔|This argument looks right but is empty.|The argument is specious, however plausible it may first appear.
everyday|4|اس نے اپنی ناکامی کا ملبہ دوسروں پر ڈال دیا۔|He blamed others for his failure.|He shifted the blame for his failure squarely onto others.
everyday|4|وقت نے اس کے فیصلے کو درست ثابت کیا۔|Time proved his decision right.|Time ultimately vindicated his judgement.
everyday|4|یہ تنقید تعمیری کم اور ذاتی زیادہ تھی۔|This criticism was more personal than helpful.|The critique was less constructive than it was personal.
everyday|4|اس نے بغیر کسی پشیمانی کے انکار کر دیا۔|He refused without feeling sorry.|He refused without the slightest compunction.
everyday|4|ایسی حرکت قابل مذمت ہے۔|Such behaviour is very bad.|Such conduct is wholly reprehensible.
everyday|4|اس کے دلائل ناقابل تردید تھے۔|Nobody could argue against him.|His arguments were incontrovertible.
everyday|4|یہ محض لفظی جمع خرچ ہے۔|These are only empty words.|This amounts to little more than empty rhetoric.
everyday|4|اس نے حالات کے سامنے ہتھیار ڈال دیے۔|He gave up because of the situation.|He capitulated to circumstances rather than confront them.
everyday|4|اس کی بصیرت وقت سے آگے تھی۔|He understood things before others.|His insight proved remarkably prescient.
everyday|4|یہ اقدام جلد بازی پر مبنی تھا۔|This step was taken too quickly.|The move was impetuous and insufficiently considered.
everyday|4|اس نے تمام الزامات کو مسترد کر دیا۔|He said all the blame was false.|He repudiated every one of the allegations.
everyday|4|ان کے درمیان دیرینہ عداوت تھی۔|They had been enemies for a long time.|A longstanding animosity existed between them.
everyday|4|یہ تفصیل غیر ضروری اور اکتا دینے والی ہے۔|This detail is extra and boring.|The detail is both superfluous and tedious.
everyday|4|اس نے نہایت فراخ دلی کا مظاہرہ کیا۔|He was very generous.|He proved magnanimous in the extreme.
everyday|4|یہ کامیابی محض اتفاق نہیں تھی۔|This success was not just luck.|This success was by no means fortuitous.
everyday|4|اس کے لہجے میں طنز نمایاں تھا۔|You could hear the mocking in his voice.|A sardonic edge was unmistakable in his tone.
everyday|4|یہ مسئلہ بظاہر ناقابل حل لگتا ہے۔|This problem seems impossible to solve.|The problem appears, at least for now, intractable.
everyday|4|اس نے اپنے اصولوں پر سمجھوتہ نہیں کیا۔|He did not change his principles.|He refused to compromise his principles under any inducement.
everyday|4|یہ بیان حقائق سے مطابقت نہیں رکھتا۔|This statement does not match the facts.|This account is irreconcilable with the established facts.
everyday|4|اس نے خاموشی سے سب کچھ برداشت کیا۔|He suffered everything quietly.|He bore it all with quiet stoicism.
everyday|4|ان کی گفتگو بے مقصد اور طویل تھی۔|Their talk was long and pointless.|Their discussion was as protracted as it was vacuous.
everyday|4|اس نے موقع سے بھرپور فائدہ اٹھایا۔|He used the chance very well.|He exploited the opportunity to the fullest.
everyday|4|یہ رویہ ادارے کے لیے نقصان دہ ہے۔|This behaviour harms the organisation.|Such conduct is deeply inimical to the institution.
everyday|4|اس نے اپنی بات نہایت اختصار سے کہی۔|He said it in very few words.|He put his case with admirable concision.
